用户名,帖子内容,留言用户名,留言时间,留言内容
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['王强_99'],['22-3-4 21:40'],['现场有一个声音，大声喊了一句“加油”，瞬间鼻子一酸……']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['康乐LLK'],['22-3-4 21:40'],['看他摸索了好久 让我不禁为冬残奥会每一个运动员动容！！！']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['月明圆峤'],['22-3-4 21:40'],['好感动啊']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['夢中lz星空眼淚'],['22-3-4 21:41'],['真的破防了！太暖心了！']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['碧琅玕'],['22-3-4 21:41'],['那声加油，瞬间泪崩！']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['麦田飞行船'],['22-3-4 21:40'],['大哥这一声加油一下子把我感动哭了']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['秋枫叶林红L'],['22-3-4 21:40'],['加油雪容融雪容融雪容融']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['夏阿夏多多'],['22-3-4 21:40'],['原来是他说的加油！感动，加油！']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['熊耶8'],['22-3-4 21:40'],['感动']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['牛牛贾牛牛'],['22-3-4 21:40'],['我们正常人轻而易举的动作 对于残疾人 是多么艰难。加油']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['追着太阳跑ba'],['22-3-4 21:40'],['哭死我吧']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['一枝柑漉'],['22-3-4 21:40'],[':thumbs_up:']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['偏偏是狙击的KING'],['22-3-4 21:40'],['我真的会哭']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['YiboSean琑住夏天'],['22-3-4 21:40'],['加油']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['炭烤旺旺'],['22-3-4 21:40'],['这声加油真的太暖了力量十足！']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['LIingee'],['22-3-7 14:10'],['这图片是什么意思？没看懂啊']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['肥胖的欧文'],['22-3-7 20:31'],['Test']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['呼哧呼哧kki'],['22-3-4 21:47'],['这个场景胜过千千万万个精心设计好的环节']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['与床热恋中'],['22-3-4 21:39'],['呜呜呜呜呜好感动']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['荔枝就是透明的'],['22-3-4 21:40'],['那声加油']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['芫荽说香菜'],['22-3-4 21:40'],['加油']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['_尧锅锅锅锅锅周'],['22-3-4 21:40'],['中国yyds']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['反戰狐狸'],['22-3-4 21:40'],['太感动了']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['种好一棵tree'],['22-3-4 21:40'],['太感动了']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['love蜜bee'],['22-3-7 08:31'],['路过']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['下一站skl'],['22-3-7 08:33'],['哈哈哈哈哈']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['金拱门优质经销商'],['22-3-7 08:39'],['ok']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['两袖清风580'],['22-3-7 08:44'],['阅读']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['最好的时代200003'],['22-3-7 08:55'],['超越自我吧']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['Octo_小小颜'],['22-3-7 07:10'],['冰墩墩冰墩墩']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['Christina穆月雅'],['22-3-7 07:45'],['嗯']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['Lynette321'],['22-3-7 07:47'],['？']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['wly初七'],['22-3-7 08:08'],['加油']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['婧9979'],['22-3-7 08:11'],['，']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['庐州月huerjian'],['22-3-7 07:20'],['好']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['Wioser4826'],['22-3-7 07:23'],['。']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['黄洋铁'],['22-3-7 07:30'],['哦哦哦']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['你的同道中人'],['22-3-7 05:41'],['看新闻长知识']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['永安家园72531'],['22-3-7 06:38'],['抢沙发']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['Ad阿單'],['22-3-7 07:08'],[':face_with_rolling_eyes:']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['_段嘉许一'],['22-3-7 00:35'],['破防了家人们']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['胡泊1985'],['22-3-6 15:15'],['加油']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['费启鸣的天使'],['22-3-6 17:54'],['破防了']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['旋转毛铁'],['22-3-6 18:16'],['真好，加油']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['·想去演唱会'],['22-3-6 20:41'],['雪容融雪容融雪容融']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['幸福的慧眼看世界'],['22-3-6 21:00'],['太感动了！']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['多肉的猫也是猫'],['22-3-6 21:40'],['印象深刻']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['北辰北极光ZH'],['22-3-6 22:49'],['雪容融']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['插刀派非知名教主'],['22-3-7 00:28'],['运动精神']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['大坏蛋的宝宝567890'],['22-3-6 10:18'],['嗯嗯']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['大刘妹妹'],['22-3-6 07:37'],['加油']
['人民日报'],['【泪目！#被盲人火炬手一声加油整破防了#】最后一棒，#全场观众为盲人火炬手找火炬台加油#。网友：真的哭出来……（王亮） '],['雨小小1218'],['22-3-6 09:57'],['哦']
